doc_id	language	char_offset	token_index	adu_id	edu_id	boundary_class	source	status	confidence	model	run_id	sameunit_affected
micro_b001	de	0		a1	e1	document_start	structural_constraint	forced	0.99970597		eduseg_de_document_v1	false
micro_b001	de	69		a2	e2	adu	eduseg_de	automatic	0.99889719	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b001	de	119		a2	e3	internal_edu	eduseg_de	automatic	0.97029042	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b001	de	182		a3	e4	adu	eduseg_de	automatic	0.99977690	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b001	de	247		a4	e5	adu	eduseg_de	automatic	0.92995757	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b001	de	287		a4	e6	internal_edu	eduseg_de	automatic	0.98697335	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b001	de	366		a5	e7	adu	eduseg_de	automatic	0.99984884	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b001	de	405		a5	e8	internal_edu	eduseg_de	automatic	0.80905414	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b002	de	0		a1	e1	document_start	structural_constraint	forced	0.99968505		eduseg_de_document_v1	false
micro_b002	de	77		a1	e2	internal_edu	eduseg_de	automatic	0.97196239	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b002	de	131		a2	e3	adu	eduseg_de	automatic	0.99982810	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b002	de	162		a2	e4	internal_edu	eduseg_de	automatic	0.98611569	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b002	de	202		a2	e5	internal_edu	eduseg_de	automatic	0.99486333	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b002	de	284		a3	e6	adu	eduseg_de	automatic	0.99959463	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b002	de	395		a4	e7	adu	eduseg_de	automatic	0.99975616	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b002	de	469		a5	e8	adu	eduseg_de	automatic	0.99871314	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b002	de	519		a5	e9	internal_edu	eduseg_de	automatic	0.98351514	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b003	de	0		a1	e1	document_start	structural_constraint	forced	0.99980062		eduseg_de_document_v1	false
micro_b003	de	84		a2	e2	adu	eduseg_de	automatic	0.99810600	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b003	de	180		a3	e3	adu	eduseg_de	automatic	0.99979824	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b003	de	238		a4	e4	adu	eduseg_de	automatic	0.99926072	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b003	de	338		a5	e5	adu	eduseg_de	automatic	0.99958521	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b003	de	388		a5	e6	internal_edu	eduseg_de	automatic	0.97712839	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b004	de	0		a1	e1	document_start	structural_constraint	forced	0.99985528		eduseg_de_document_v1	false
micro_b004	de	108		a2	e2	adu	eduseg_de	automatic	0.99570292	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b004	de	226		a3	e3	adu	eduseg_de	automatic	0.99973613	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b004	de	328		a4	e4	adu	eduseg_de	automatic	0.99848938	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b004	de	381		a5	e5	adu	eduseg_de	automatic	0.99970347	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b005	de	0		a1	e1	document_start	structural_constraint	forced	0.99985468		eduseg_de_document_v1	false
micro_b005	de	77		a2	e2	adu	eduseg_de	automatic	0.83374828	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b005	de	146		a3	e3	adu	eduseg_de	automatic	0.99983656	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b005	de	224		a4	e4	adu	eduseg_de	automatic	0.99474192	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b005	de	299		a5	e5	adu	eduseg_de	automatic	0.99921882	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b006	de	0		a1	e1	document_start	structural_constraint	forced	0.99990344		eduseg_de_document_v1	false
micro_b006	de	94		a2	e2	adu	eduseg_de	automatic	0.99945194	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b006	de	172		a3	e3	adu	eduseg_de	automatic	0.90625095	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
micro_b006	de	293		a4	e4	adu	eduseg_de	automatic	0.99974650	eduseg_de@eduseg_de-v1.0	eduseg_de_document_v1	false
